,comment
4865,"Mỗi năm gia đình mình đều đến đây nghỉ dưỡng, luôn thực sự hài lòng với thái độ làm việc từ đặt phòng tới lễ tân hay buồng phòng. luôn muốn giới thiệu cho bạn bè cho chuyến đi nghỉ dưỡng. Đối diện khách sạn có nhiều nhà hàng ngon, giá phải chăng."
4866,"Tôi chọn căn phòng nhìn ra biển cho kỳ nghỉ của mình. Phòng rộng rãi và thoáng, có ban công hướng ra biển. Rất thoải mái. Khu vực ăn sáng rất đẹp, có thể hướng tầm mắt ra biển. Nhẹ nhàng, thư thái và bình yên. Rất tuyệt. Các nhà hàng bán đồ ăn với giá hơi đắt, nhưng không sao nếu bạn biết thu xếp cho ổn thỏa. Đừng chú ý quá đến điều đó. Hãy dành thời gian tận hưởng không gian thú vị nơi đây."
4867,"Lần đầu tiên chúng tôi tới furama resort để tham dự hội nghị, thật sự rất tuyệt vời khi mà tôi thấy rất nhiều thứ đa dạng ở đây. Furama resort rất rộng lớn với tất cả các dịch vụ từ nhỏ tới lớn, tôi được các bạn nhân viên phục vụ rất nhiệt tình, từ các bạn phục vụ nhà hàng đến các bạn lễ tân. Đặc biệt bạn Vũ bộ phận lễ tân luôn sẵn sàng hỗ trợ tôi bất cứ khi nào tôi cần. Tôi cảm ơn Furama resort đã tổ chức thành công hội nghị của DKSH và tôi hy vọng sẽ đến Đà Nẵng và được ở Furama resort nhiều hơn nữa"
4868,"Không gian rộng rãi, thoáng mát, phục vụ chu đáo, đảm bảo riêng tư. Thích nhất là phòng luôn được chuẩn bị đồ ăn, thức uống. Lúc nào về cũng có trái cây và chocolate được chuẩn bị sẵn. Các tiện ích về photocopy hỗ trợ cho in ấn training đã hỗ trợ nhiều. Thức ăn được mình đánh giá tươi ngon, chế biến hợp khẩu vị của mình. View tốt. Đánh giá: rất tốt."
4869,"Tuyệt vời, thoải mái và thân thiện. Phòng ở rất thoangs mát, sạch sẽ, view đẹp. Nhiều món ăn ngon, cung cách phục vụ thân thiện. Nhân viên phục vụ chu đáo tận tình. Rất tiếc là thời tiết mưa nên chưa đi bơi. Sẽ quay lại nếu có cơ hội."
4870,"Lần đầu được đặt chân đến đây, resort đẹp cực kì. View nhìn ra biển chuẩn. Nhân viên ở đây dễ thương và nhiệt tình chu đáo lắm. Không gian mát mẻ, thoáng thích hợp cho các gia đình ra đây nghỉ dưỡng. Vị trí gần các quán ăn nhậu trên đường Võ Nguyên Giáp."
4871,Đến furama Đà Nẵng nhất thiết bạn nên sử dụng dịch vụ Spa. Cảm nhận của mình về chất lượng tay nghề của kỹ thuật viên matxa là tuyệt vời. Đặc biệt là các bài về mặt riêng biệt của Furama cách làm của kỹ thuật viên rất khác biệt và dễ chịu. Làn da của bạn sẽ được chăm sóc thật dễ chịu.
4872,Nơi nghĩ dưỡng bên cạnh bờ biển.khu nghĩ dưỡng rất nhiều cây xanh.các nhân viên thân thiện.gần với thành phố thuận tiên cho việc đi lại.bện cạnh khu nghĩ dưỡng là những ngôi biệt thự sang trọng.furama resort có bãi biển trải dài rất sạch sẽ.cùng với các hoạt động giải trí thể thảo trên biển.
4873,"Cảm ơn team Sales đã giúp mình đổi giai đoạn (do mình book sai ngày), đặc biệt là bạn Quang Sang rất nhiệt tình. Cảm ơn team lễ tân (Phương, Thảo và một số bạn khác mình không nhớ hết :<) đã giúp mình được ở loại phòng ưng ý (có bồn tắm), giúp đỡ hết sức tận tình khi checkin và trong thời gian mình ở lại đây. Phòng ốc xinh xắn ấm cúng, to rộng, ăn sáng cực kỳ ngon, hồ bơi sạch sẽ, nchung đây là 1 trong những resort tuyệt vời nhất mình từng trải nghiệm."
4874,"Khu nghĩ dưỡng sạch sẽ, sang và đẹp. Nhân viên phục vụ tận tình vui vẻ đặc biệt là Ngọc - CSKh rất tốt và vui vẻ. Đồ ăn ở nhà hàng đều ngon. Phong cảnh đẹp thoáng mát và rất sạch sẽ. Nếu có dịp sẽ quay lại"
4875,"Tôi ghé đây mua 5 vé bơi cho 1 ngày. Vé bơi bao gồm cả nước uống, thức ăn, khăn, ghế. Nhân viên phục vụ F&B khá nhiệt tình với chúng tôi. Hồ bơi đẹp và rộng lớn. Điều tôi chưa hài lòng là khu locker cho khách outside thật sự dơ bẩn và tạm bợ."
4876,"Lưu trú nơi đây rất là thư giản, thoải mái. Cung cách phục vụ rất chuyên nghiệp và an toàn. Phòng sạch sẽ, ăn uống rất ngon. Sẽ quay lại nếu có dịp đến Đà nẵng và sẽ giới thiệu Furama với bạn bè trong và ngoài nước."
4877,"Tôi đã đến Furama Resort Đà Nẵng vào những ngày đầu tháng 6/2018. Nơi đây thực sự là một khu nghỉ dưỡng sang trọng và đẳng cấp. Tôi bị choáng ngợp bởi không gian sinh thái trong lành với nhiều cây xanh mát mắt, không tì vết bụi đan xen là những Villas và hệ thống bể bơi được thiết kế tinh tế với kiến trúc hiện đại. Chỉ vài bước chân là chúng ta tới bãi biển thỏa sức bơi lội với bãi cát sạch, bờ biển thoải dài, yên tĩnh đặc trưng của biển Đà Nẵng. Ăn sáng buffet tại Resort với nhiều món ăn vùng miền đa dạng, ăn trưa và tối tại nhà hàng hải sản tươi ngon với giá hợp lý. Đội ngũ nhân viên lễ tân và phục vụ phòng rất nhiệt tình và thân thiện. Resort có xe kết nối tới các điểm du lịch nổi tiếng của Đà Nẵng như gia đình tôi đi Phố cổ Hội An, Bà Nà Hill...Tôi đã giới thiệu bạn đến nghỉ"
4878,"khu nhà villa đẹp dù nội thất trong villa cũng khá cũ rồi (cửa ban công đóng ko khớp, cánh tủ nhà bếp xộc xệch, bồn tắm ố vàng....). DỊch vụ dọn phòng chưa được sạch như rèm cửa gỗ rất bụi, cánh cửa tủ bếp còn nguyên vết dầu mỡ, sàn nhà còn cả nắm tóc chưa hút (lúc mới nhận phòng), sàn bể bơi nhỏ trong nhà nhiều cát. Đôi lúc đợi xe buggy hơi lâu. Sảnh chờ quá nhỏ và nóng, đôi lúc dày đặc ngừoi đợi check in, check out rất ngột ngạt."
4879,"Đây là lần thứ 2 tôi cư trú tại Furama Resort. Lần này có thêm cả ba mẹ 2 bên nội ngoại. Vẫn một cảm giác thân thiện, thoải mái như ở tại gia đình mình. Buffet sáng tươi ngon, nhiều món. Nhân viên nhiệt tình, thân thiện, lịch sự, nhẹ nhàng. Dịch vụ đưa đón tại sân bay thuận tiện. Đặc biệt gia đình tôi rất ấn tượng với quán bar Hai Van Lounge. Đồ uống thơm ngon, anh quản lý nhiệt tình vui vẻ, chương trình ca nhạc dịu dàng dễ chịu. Riêng tôi rất thích Furama với không gian nhiều cây xanh, được hòa mình vào thiên nhiên. Không như nhiều resort khác rất ít cây cối. Hẹn sẽ quay lại Furama vào năm tới. Lần tới sẽ trải nghiệm dịch vụ Villa bên các bạn. Điểm trừ: Phòng bên các bạn một số trang thiết bị đã hơi cũ, cần thay thế, trang bị thêm bồn tắm."
4880,"+ Điểm cộng: Dịch vụ rất tốt( Đưa đón, ăn sáng, dịch vụ buồng...), nhân viên nhiệt tình thân thiện. Mình rất ấn tượng vì trong suốt thời gian nghỉ không bao giờ khách gặp nhân viên làm phòng; Việc xếp phòng rất hợp lý có chú ý đến yếu tố gia đình, người già không bố trí trên lầu...; Cảnh quan, bãi biển rất đẹp, sạch sẽ. + Điểm trừ: Một số yếu tố nôi, ngoại thất gây cảm giác cũ(Hành lang,Tủ ti vi, phòng tắm...); một số bố trí chưa hợp lý, gây bất tiện: Ổ cắm khách muốn xạc điện thoại phải chui dưới gầm bàn; ổ cắm 3 chân dẹt, không có ổ chuyển đổi, thiết bị của khách sạn (Bình siêu tốc) cũng không kết nối được phải liên hệ với nhân viên KS mượn ổ chuyển đổi, khăn tắm treo vị trí thấp sát với bồn cầu... Hành lang rất nóng và ồn do KS bố trí toàn bộ cục nóng điều hòa dọc theo hành"
4881,"Lần đầu đến Furama và cũng vô cùng ấn tượng đến bởi sự nhiệt tình của các bạn nhân viên. Về phòng thì ở mức ok. Tuy nhiên vẫn vô cùng hài lòng về sự chu đáo tận tâm của các bạn nhân viên từ tiền sảnh, phòng, cho đến nv hồ bơi"
4882,"Tuy nhiên, mình trừ 1 sao không chấm 5 sao là vì ban đầu bên phía bộ phận sale tư vấn chưa kĩ cho khách khi chọn phòng, giá cả không thành vân đề khi khách đã chấp nhận giá. Mình cứ nghĩ resort 5* là đương nhiên bathroom phải có đầy đủ bath tub chứ. khi vào thì bathroom nhìn rất boring, đồng thời thêm 1 điểm trừ nữa là, khi gửi hình ảnh sơ lược cho khách phải gửi ảnh thiệt đúng với phòng của khách đang cần chứ đừng như bạn sale bảo đó chỉ là hình ảnh tổng quát chung của resort gửi cho khách xem, mình rất không hài lòng với cách trả lời đó. Mình đang mong đợi 1 phòng thoáng mát hướng đi thẳng ra biển không có hàng rào ngăn cản phía trước (so với lúc confirm với mình là view hướng thẳng ra biển rất đẹp, nên mình mới quyết định đặt và thanh tooán). Lúc nhận phòng thì ôi thôi phía"
4883,"Khách sạn nghỉ dưỡng nổi tiếng có khác, đồ ăn rất hợp khẩu vị, mình thích nhất món gỏi. View từ phòng mình nhìn ra khá thơ mộng. Đêm về còn được đi dạo biển, tận hưởng không khí trong lànb, vui mọi buồn phiền lo lâu. Sạch sẽ, mát mẻ, nhân viên phụv vụ thân thiện, dễ thương. yêu Đà Nẵng rồi đấy."
4884,"Nhân viên phục vụ chu đáo chuyên nghiệp, Không gian sảnh tiệc rộng rãi bắt mắt, không cấn trụ, sang trọng và hiện đại xứng đáng với các sự kiện tầm cở trong nước và khu vực. Phù hợp cả với các buổi hòa nhạc biểu diễn nghệ thuật trong nhà."
4885,"Tất cả đều tuyệt vời nhưng có một số điểm chưa tốt 1. Tôi là người việt, khi đến chờ lấy phòng thì không có nước uống trong khi khách hàn quốc ngồi chung bàn có nước uống. 2. Phòng tắm không có bồn tắm 3. Nhà hàng không để sẵn nước chấm (ví dụ nước mắm, nước tương...) trên bàn khi khách cần phải đi xa để tìm."
4886,"Vợ chồng mình ở tại khu nghỉ dưỡng hai lần và lần nào mình cũng đều cảm thấy rất hài lòng , nhân viên thân thiện , khu nghỉ dưỡng có vị trí đẹp sát biển , bể bơi sạch sẽ , phòng ở luôn sạch sẽ gọn gàng , khu vực casino phía ngoài cổng vào và đừng quên mang passport nhé , đồ ăn ở khách sạn ngon tuyệt vời luôn , mình và chồng thường lựa chọn buffet cho bữa tối , đầu bếp có tay nghề các loại Hải sản hay món tôm hùm , hay các món thịt đều rất chuẩn vị ,"
4887,"Không gian rất tuyệt vời cho nghĩ dưỡng,có hồ bơi và biển rất là đẹp phù hợp cho những gia đình đi đông,khách sạn sạch sẽ và nhân viên ở đây phục vụ nhiệt tình chu đáo lắm,có dịp tôi sẽ quay lại lần nữa."
4888,"Gia đình tôi vừa có 1 kỳ nghỉ tuyệt vời ở Furama Resort. Nhân viên nhiệt tình và rất thân thiện, nước uống khi check in rất ấn tượng, được decor trong 1 trái thanh long mát rượi. cảnh quan tuyệt đẹp, yên tĩnh, sạch sẽ. 2 bạn bé rất thích thú được tham quan và chơi đùa ở bể bơi trong vườn. Buffe sáng ngon, thích nhất món nước táo thơm dịu. Buổi trưa có set ""cơm trưa mâm đồng"", bày trí đẹp mắt và rất ngon, vừa miệng. Lần sau nhất định gd tôi sẽ ở lâu hơn nữa... xứng đáng Resort 5*!"
4889,"khách sạn đẹp, yên tỉnh, biển sạch, hồ tắm sạch nước trong gia đình tôi rất thích. có điều xe đưa đón hơi chậm khách chờ hơi lâu, nhất là vào giờ cao điểm, đề nghị thêm xe để khách không phải chờ lâu, tôi sẽ trở lại nghĩ dưởng vao mùa hè năm 2018."
4890,"Tôi đến đây ăn buffet cùng bạn theo chương trình khuyến mãi Lady night nhưng thực sự cảm thấy thất vọng. Không nhiều món ăn, chất lượng đồ ăn kém. Sushi hay sashimi không tươi. Tôm bở, mực chưa được nướng chín. Mỗi một khách được ăn kèm nửa con tôm hùm nhưng suất của tôi và ban nhỏ xíu, khi hỏi thì nhân viên nói là do tùy con. Gọi cocktail giá 140-170k nhưng như nước bỏ syrup, ko có decor gì luôn. Với số tiền 1300k cho 2 người cảm thấy không xứng đáng với một resort tầm cỡ như Furama."
4891,"Đây là lần đầu tiên tôi đến đây, ấn tượng ban đầu về resort khá tốt vì tôi đã được đội ngũ nhân viên take-care rất tận tình. Tôi thật sự ấn tượng về nội thất cũng như cảnh quan nơi đây. Furama resort chắc chắn sẽ được tôi chọn làm địa điểm cho lần đi chơi tới."
4892,Tuyệt vời . Cảm giác được khám phá trong 1 ko gian mới và có nhiều điều thú vị. Furama là nơi tuyệt vời nhất tôi .từng đến. 1 trải nghiệm trong khu nghỉ dưỡng đáng nhớ của vợ chồng tôi. Chúc furama ngày càng thành công và phát triển.
4893,"Tôi cảm thấy mọi thứ ở đây rất okie. Từ cách phục vụ tốt, tận tình thoải mái, chăm sóc tốt. Không khí ở đây khá là trong lành, xứng đáng là lý tưởng đẹp để bạn nghĩ dưỡng tại đây. Bạn có thể ngắm nhìn biển và chụp 1 vài bức ảnh để làm kỉ niệm."
4894,"Tôi có chuyến đi nghỉ hè với gia đình, 1 kỳ nghỉ nhẹ nhàng, thoải mái, Nhân viên tiếp đón chu đáo, Ăn sáng Buffet khá ngon, nhiều lựa chọn. Phòng đẹp nhưng hơi cũ, khuôn viên rộng rãi, nhiều cây xanh, tạo cảnh quan đẹp. Bể bơi đẹp sạch, có bể bơi trong vườn dễ chịu."
4895,"Mình có kì nghĩ trăng mật ở Furama Đà Nẵng vừa rồi. Mình cảm thấy tuyệt vời. Chỉ có điều đợt mình về Đà Nẵng có mưa nên không tận hưởng hết các cảm giác tuyệt vời của biển. Nhân viên phục vụ ở đây rất thân thiện và nhiệt tình. Như anh Minh bộ phận Bellman, rồi em Phương lễ tân....Sau này mình sẽ quay lại đây...."
